analyte,age,method,ri_low,ri_high,ri_mid,n
CA,88,NORMA,8.49,9.79,9.14,13
CA,89,NORMA,8.42,9.78,9.1,25
CA,19,NORMA_q_age,8.38,9.9,9.14,12
CA,20,NORMA_q_age,8.39,10.23,9.31,5
CA,21,NORMA_q_age,8.28,10.13,9.21,5
CA,22,NORMA_q_age,8.4,10.29,9.34,9
CA,23,NORMA_q_age,8.36,10.16,9.26,15
CA,24,NORMA_q_age,8.3,9.62,8.96,8
CA,25,NORMA_q_age,8.35,9.97,9.16,5
CA,26,NORMA_q_age,8.47,10.17,9.32,6
CA,27,NORMA_q_age,8.3,9.74,9.02,8
CA,28,NORMA_q_age,8.32,9.99,9.16,8
CA,29,NORMA_q_age,8.36,10.19,9.27,6
CA,30,NORMA_q_age,8.42,10.45,9.44,10
CA,32,NORMA_q_age,8.33,10.24,9.29,12
CA,33,NORMA_q_age,8.38,10.12,9.25,12
CA,34,NORMA_q_age,8.1,10.2,9.15,8
CA,35,NORMA_q_age,8.35,10.18,9.26,12
CA,36,NORMA_q_age,8.41,10.08,9.24,17
CA,37,NORMA_q_age,8.45,10.02,9.24,11
CA,38,NORMA_q_age,8.39,10.37,9.38,17
CA,39,NORMA_q_age,8.51,9.66,9.09,10
CA,40,NORMA_q_age,8.3,10.15,9.23,10
CA,41,NORMA_q_age,8.29,10.23,9.26,11
CA,42,NORMA_q_age,8.36,10.49,9.42,10
CA,43,NORMA_q_age,8.33,9.62,8.98,11
CA,44,NORMA_q_age,8.43,9.99,9.21,8
CA,45,NORMA_q_age,8.48,9.92,9.2,16
CA,46,NORMA_q_age,8.39,10.05,9.22,24
CA,47,NORMA_q_age,8.35,10.06,9.2,20
CA,48,NORMA_q_age,8.34,10.06,9.2,22
CA,49,NORMA_q_age,8.31,9.9,9.11,28
CA,50,NORMA_q_age,8.44,10.26,9.35,21
CA,51,NORMA_q_age,8.38,10.35,9.37,38
CA,52,NORMA_q_age,8.32,9.96,9.14,29
CA,53,NORMA_q_age,8.41,10.2,9.31,35
CA,54,NORMA_q_age,8.36,10.05,9.21,37
CA,55,NORMA_q_age,8.41,10.09,9.25,44
CA,56,NORMA_q_age,8.46,9.91,9.19,45
CA,57,NORMA_q_age,8.4,10.33,9.37,33
CA,58,NORMA_q_age,8.39,10.1,9.24,30
CA,59,NORMA_q_age,8.38,10.08,9.23,45
CA,60,NORMA_q_age,8.4,9.99,9.19,49
CA,61,NORMA_q_age,8.45,9.98,9.22,40
CA,62,NORMA_q_age,8.39,9.91,9.15,44
CA,63,NORMA_q_age,8.36,10.13,9.24,46
CA,64,NORMA_q_age,8.38,9.84,9.11,52
CA,65,NORMA_q_age,8.36,9.98,9.17,56
CA,66,NORMA_q_age,8.37,10.12,9.25,53
CA,67,NORMA_q_age,8.4,9.95,9.18,55
CA,68,NORMA_q_age,8.41,10.2,9.3,52
CA,69,NORMA_q_age,8.34,9.92,9.13,55
CA,70,NORMA_q_age,8.36,9.9,9.13,42
CA,71,NORMA_q_age,8.35,9.94,9.15,51
CA,72,NORMA_q_age,8.41,9.73,9.07,48
CA,73,NORMA_q_age,8.36,10.17,9.26,53
CA,74,NORMA_q_age,8.42,9.77,9.09,40
CA,75,NORMA_q_age,8.37,9.95,9.16,41
CA,76,NORMA_q_age,8.39,9.86,9.12,48
CA,77,NORMA_q_age,8.43,9.83,9.13,64
CA,78,NORMA_q_age,8.39,9.84,9.12,32
CA,79,NORMA_q_age,8.35,10.07,9.21,42
CA,80,NORMA_q_age,8.32,9.79,9.05,45
CA,81,NORMA_q_age,8.35,9.9,9.12,29
CA,82,NORMA_q_age,8.29,10.06,9.18,33
CA,83,NORMA_q_age,8.34,9.93,9.13,38
CA,84,NORMA_q_age,8.37,9.92,9.14,34
CA,85,NORMA_q_age,8.33,9.96,9.14,31
CA,86,NORMA_q_age,8.34,9.76,9.05,35
CA,87,NORMA_q_age,8.35,9.94,9.15,32
CA,88,NORMA_q_age,8.48,9.85,9.16,13
CA,89,NORMA_q_age,8.44,9.92,9.18,25
CA,19,NORMA_334f7e21,8.45,10.01,9.23,12
CA,20,NORMA_334f7e21,8.45,10.36,9.41,5
CA,21,NORMA_334f7e21,8.3,10.2,9.25,5
CA,22,NORMA_334f7e21,8.46,10.25,9.35,9
CA,23,NORMA_334f7e21,8.33,10.19,9.26,15
CA,24,NORMA_334f7e21,8.36,9.66,9.01,8
CA,25,NORMA_334f7e21,8.39,10.04,9.22,5
CA,26,NORMA_334f7e21,8.43,10.1,9.27,6
CA,27,NORMA_334f7e21,8.34,9.75,9.05,8
CA,28,NORMA_334f7e21,8.34,9.88,9.11,8
CA,29,NORMA_334f7e21,8.34,10.0,9.17,6
CA,30,NORMA_334f7e21,8.44,10.3,9.37,10
CA,32,NORMA_334f7e21,8.35,10.17,9.26,12
CA,33,NORMA_334f7e21,8.42,9.95,9.18,12
CA,34,NORMA_334f7e21,8.16,10.3,9.23,8
CA,35,NORMA_334f7e21,8.33,10.08,9.2,12
CA,36,NORMA_334f7e21,8.41,10.0,9.2,17
CA,37,NORMA_334f7e21,8.47,9.98,9.22,11
CA,38,NORMA_334f7e21,8.42,10.31,9.37,17
CA,39,NORMA_334f7e21,8.55,9.63,9.09,10
CA,40,NORMA_334f7e21,8.32,10.0,9.16,10
CA,41,NORMA_334f7e21,8.35,10.17,9.26,11
CA,42,NORMA_334f7e21,8.34,10.48,9.41,10
CA,43,NORMA_334f7e21,8.36,9.56,8.96,11
CA,44,NORMA_334f7e21,8.47,9.89,9.18,8
CA,45,NORMA_334f7e21,8.51,9.91,9.21,16
CA,46,NORMA_334f7e21,8.39,9.98,9.19,24
CA,47,NORMA_334f7e21,8.35,10.01,9.18,20
CA,48,NORMA_334f7e21,8.36,9.95,9.15,22
CA,49,NORMA_334f7e21,8.34,9.81,9.07,28
CA,50,NORMA_334f7e21,8.45,10.14,9.3,21
CA,51,NORMA_334f7e21,8.41,10.29,9.35,38
CA,52,NORMA_334f7e21,8.36,9.82,9.09,29
CA,53,NORMA_334f7e21,8.41,10.02,9.22,35
CA,54,NORMA_334f7e21,8.4,9.96,9.18,37
CA,55,NORMA_334f7e21,8.42,9.95,9.19,44
CA,56,NORMA_334f7e21,8.47,9.81,9.14,45
CA,57,NORMA_334f7e21,8.41,10.2,9.31,33
CA,58,NORMA_334f7e21,8.4,9.96,9.18,30
CA,59,NORMA_334f7e21,8.39,9.95,9.17,45
CA,60,NORMA_334f7e21,8.41,9.92,9.17,49
CA,61,NORMA_334f7e21,8.47,9.87,9.17,40
CA,62,NORMA_334f7e21,8.41,9.87,9.14,44
CA,63,NORMA_334f7e21,8.38,10.03,9.21,46
CA,64,NORMA_334f7e21,8.39,9.73,9.06,52
CA,65,NORMA_334f7e21,8.38,9.88,9.13,56
CA,66,NORMA_334f7e21,8.39,10.04,9.21,53
CA,67,NORMA_334f7e21,8.42,9.85,9.13,55
CA,68,NORMA_334f7e21,8.43,10.07,9.25,52
CA,69,NORMA_334f7e21,8.36,9.78,9.07,55
CA,70,NORMA_334f7e21,8.4,9.85,9.13,42
CA,71,NORMA_334f7e21,8.38,9.86,9.12,51
CA,72,NORMA_334f7e21,8.42,9.73,9.08,48
CA,73,NORMA_334f7e21,8.37,10.14,9.25,53
CA,74,NORMA_334f7e21,8.44,9.77,9.1,40
CA,75,NORMA_334f7e21,8.4,9.93,9.16,41
CA,76,NORMA_334f7e21,8.4,9.9,9.15,48
CA,77,NORMA_334f7e21,8.44,9.85,9.14,64
CA,78,NORMA_334f7e21,8.4,9.83,9.12,32
CA,79,NORMA_334f7e21,8.4,10.03,9.22,42
CA,80,NORMA_334f7e21,8.36,9.72,9.04,45
CA,81,NORMA_334f7e21,8.39,9.75,9.07,29
CA,82,NORMA_334f7e21,8.31,9.98,9.14,33
CA,83,NORMA_334f7e21,8.36,9.84,9.1,38
CA,84,NORMA_334f7e21,8.39,9.79,9.09,34
CA,85,NORMA_334f7e21,8.37,9.82,9.09,31
CA,86,NORMA_334f7e21,8.38,9.76,9.07,35
CA,87,NORMA_334f7e21,8.39,9.84,9.11,32
CA,88,NORMA_334f7e21,8.51,9.77,9.14,13
CA,89,NORMA_334f7e21,8.44,9.8,9.12,25
CL,19,NORMA_q_age_set_co,98.51,107.59,103.05,10
CL,20,NORMA_q_age_set_co,98.64,105.08,101.86,6
CL,21,NORMA_q_age_set_co,98.7,106.71,102.71,6
CL,22,NORMA_q_age_set_co,98.15,105.94,102.05,7
CL,23,NORMA_q_age_set_co,99.99,107.12,103.55,7
CL,24,NORMA_q_age_set_co,98.53,107.02,102.78,5
CL,25,NORMA_q_age_set_co,98.6,107.69,103.14,10
CL,26,NORMA_q_age_set_co,99.72,107.54,103.63,6
CL,27,NORMA_q_age_set_co,96.29,106.93,101.61,7
CL,28,NORMA_q_age_set_co,97.76,105.59,101.67,10
CL,29,NORMA_q_age_set_co,97.54,105.8,101.67,11
CL,30,NORMA_q_age_set_co,97.77,107.76,102.77,7
CL,31,NORMA_q_age_set_co,97.64,105.68,101.66,7
CL,32,NORMA_q_age_set_co,98.44,106.01,102.22,8
CL,33,NORMA_q_age_set_co,99.75,107.23,103.49,8
CL,34,NORMA_q_age_set_co,99.48,106.64,103.06,11
CL,35,NORMA_q_age_set_co,97.58,105.82,101.7,13
CL,36,NORMA_q_age_set_co,98.26,106.93,102.6,8
CL,37,NORMA_q_age_set_co,97.11,106.91,102.01,14
CL,38,NORMA_q_age_set_co,98.3,106.72,102.51,12
CL,39,NORMA_q_age_set_co,99.61,106.51,103.06,12
CL,40,NORMA_q_age_set_co,100.01,105.94,102.98,8
CL,41,NORMA_q_age_set_co,98.31,105.47,101.89,11
CL,42,NORMA_q_age_set_co,98.72,106.98,102.85,19
CL,43,NORMA_q_age_set_co,96.49,105.04,100.77,13
CL,44,NORMA_q_age_set_co,97.62,106.2,101.91,13
CL,45,NORMA_q_age_set_co,98.25,106.21,102.23,16
CL,46,NORMA_q_age_set_co,98.17,106.75,102.46,24
CL,47,NORMA_q_age_set_co,98.33,106.22,102.28,21
CL,48,NORMA_q_age_set_co,98.89,107.47,103.18,25
CL,49,NORMA_q_age_set_co,97.79,105.97,101.88,23
CL,50,NORMA_q_age_set_co,98.65,106.66,102.65,29
CL,51,NORMA_q_age_set_co,98.63,106.46,102.54,32
CL,52,NORMA_q_age_set_co,98.19,106.4,102.29,22
CL,53,NORMA_q_age_set_co,98.76,106.71,102.73,41
CL,54,NORMA_q_age_set_co,98.12,106.78,102.45,39
CL,55,NORMA_q_age_set_co,98.64,106.35,102.49,39
CL,56,NORMA_q_age_set_co,98.64,106.29,102.46,34
CL,57,NORMA_q_age_set_co,97.06,106.3,101.68,35
CL,58,NORMA_q_age_set_co,99.09,106.97,103.03,35
CL,59,NORMA_q_age_set_co,98.44,106.8,102.62,39
CL,60,NORMA_q_age_set_co,97.79,106.88,102.34,45
CL,61,NORMA_q_age_set_co,98.53,106.57,102.55,50
CL,62,NORMA_q_age_set_co,98.36,106.51,102.44,42
CL,63,NORMA_q_age_set_co,98.39,106.32,102.35,46
CL,64,NORMA_q_age_set_co,98.3,106.45,102.37,36
CL,65,NORMA_q_age_set_co,97.82,106.29,102.06,55
CL,66,NORMA_q_age_set_co,97.99,106.57,102.28,54
CL,67,NORMA_q_age_set_co,97.73,106.38,102.06,47
CL,68,NORMA_q_age_set_co,98.27,106.55,102.41,60
CL,69,NORMA_q_age_set_co,98.37,106.64,102.51,46
CL,70,NORMA_q_age_set_co,97.89,106.01,101.95,38
CL,71,NORMA_q_age_set_co,98.3,106.23,102.27,50
CL,72,NORMA_q_age_set_co,98.6,106.31,102.46,52
CL,73,NORMA_q_age_set_co,98.48,106.42,102.45,52
CL,74,NORMA_q_age_set_co,98.16,106.15,102.16,55
CL,75,NORMA_q_age_set_co,98.68,106.72,102.7,44
CL,76,NORMA_q_age_set_co,97.79,106.11,101.95,36
CL,77,NORMA_q_age_set_co,98.41,106.47,102.44,48
CL,78,NORMA_q_age_set_co,98.69,106.8,102.74,50
CL,79,NORMA_q_age_set_co,98.8,106.61,102.71,35
CL,80,NORMA_q_age_set_co,99.02,106.51,102.76,47
CL,81,NORMA_q_age_set_co,98.94,106.42,102.68,47
CL,82,NORMA_q_age_set_co,98.87,106.98,102.93,44
CL,83,NORMA_q_age_set_co,98.2,106.72,102.46,39
CL,84,NORMA_q_age_set_co,98.93,106.67,102.8,33
CL,85,NORMA_q_age_set_co,98.24,106.01,102.13,32
CL,86,NORMA_q_age_set_co,98.49,106.93,102.71,31
CL,87,NORMA_q_age_set_co,97.73,106.71,102.22,33
CL,88,NORMA_q_age_set_co,98.65,106.15,102.4,21
CL,89,NORMA_q_age_set_co,99.44,107.52,103.48,23
CL,19,NORMA,95.9,108.11,102.0,10
CL,20,NORMA,97.72,105.38,101.55,6
CL,21,NORMA,96.37,106.46,101.41,6
CL,22,NORMA,96.19,106.29,101.24,7
CL,23,NORMA,97.74,107.03,102.39,7
CL,24,NORMA,95.74,106.35,101.04,5
CL,25,NORMA,96.19,107.94,102.06,10
CL,26,NORMA,97.77,107.36,102.57,6
CL,27,NORMA,94.35,106.91,100.63,7
CL,28,NORMA,96.22,105.97,101.1,10
CL,29,NORMA,95.56,106.18,100.87,11
CL,30,NORMA,95.21,108.01,101.61,7
CL,31,NORMA,95.87,106.15,101.01,7
CL,32,NORMA,97.58,106.85,102.21,8
CL,33,NORMA,98.47,107.44,102.96,8
CL,34,NORMA,97.68,107.0,102.34,11
CL,35,NORMA,94.08,105.98,100.03,13
CL,36,NORMA,95.28,106.71,100.99,8
CL,37,NORMA,94.24,107.51,100.87,14
CL,38,NORMA,96.18,106.77,101.47,12
CL,39,NORMA,97.52,107.16,102.34,12
CL,40,NORMA,98.48,106.15,102.31,8
CL,41,NORMA,97.29,106.08,101.69,11
CL,42,NORMA,96.96,107.13,102.05,19
CL,43,NORMA,94.14,105.79,99.97,13
CL,44,NORMA,94.9,106.71,100.8,13
CL,45,NORMA,96.97,106.08,101.52,16
CL,46,NORMA,96.24,107.2,101.72,24
CL,47,NORMA,96.49,106.52,101.5,21
CL,48,NORMA,96.72,107.21,101.96,25
CL,49,NORMA,95.36,106.57,100.96,23
CL,50,NORMA,96.97,106.6,101.78,29
CL,51,NORMA,96.94,106.85,101.89,32
CL,52,NORMA,95.91,106.7,101.3,22
CL,53,NORMA,97.41,106.62,102.01,41
CL,54,NORMA,96.78,106.93,101.85,39
CL,55,NORMA,96.52,106.61,101.56,39
CL,56,NORMA,97.02,106.72,101.87,34
CL,57,NORMA,95.59,106.53,101.06,35
CL,58,NORMA,97.5,107.02,102.26,35
CL,59,NORMA,96.47,107.3,101.88,39
CL,60,NORMA,95.74,107.11,101.43,45
CL,61,NORMA,96.61,106.98,101.8,50
CL,62,NORMA,96.33,106.81,101.57,42
CL,63,NORMA,97.03,106.69,101.86,46
CL,64,NORMA,96.75,106.79,101.77,36
CL,65,NORMA,95.73,106.69,101.21,55
CL,66,NORMA,96.21,106.85,101.53,54
CL,67,NORMA,95.6,106.76,101.18,47
CL,68,NORMA,96.84,106.98,101.91,60
CL,69,NORMA,96.78,106.9,101.84,46
CL,70,NORMA,95.99,106.01,101.0,38
CL,71,NORMA,96.59,106.33,101.46,50
CL,72,NORMA,96.53,106.35,101.44,52
CL,73,NORMA,96.56,106.7,101.63,52
CL,74,NORMA,96.55,106.29,101.42,55
CL,75,NORMA,96.82,106.74,101.78,44
CL,76,NORMA,95.97,106.54,101.26,36
CL,77,NORMA,96.65,106.82,101.74,48
CL,78,NORMA,96.47,106.74,101.6,50
CL,79,NORMA,96.87,106.47,101.67,35
CL,80,NORMA,97.59,106.81,102.2,47
CL,81,NORMA,97.37,106.72,102.05,47
CL,82,NORMA,96.81,107.16,101.98,44
CL,83,NORMA,96.03,106.92,101.47,39
CL,84,NORMA,97.64,107.1,102.37,33
CL,85,NORMA,96.5,106.4,101.45,32
CL,86,NORMA,96.9,107.07,101.99,31
CL,87,NORMA,95.66,106.86,101.26,33
CL,88,NORMA,96.99,106.44,101.72,21
CL,89,NORMA,97.32,107.75,102.54,23
CL,19,NORMA_q_age,97.19,108.08,102.63,10
CL,20,NORMA_q_age,98.25,105.5,101.87,6
CL,21,NORMA_q_age,97.67,106.36,102.02,6
CL,22,NORMA_q_age,96.68,106.27,101.48,7
CL,23,NORMA_q_age,98.74,106.74,102.74,7
CL,24,NORMA_q_age,96.4,106.34,101.37,5
CL,25,NORMA_q_age,97.6,107.96,102.78,10
CL,26,NORMA_q_age,98.9,107.3,103.1,6
CL,27,NORMA_q_age,96.17,106.96,101.56,7
CL,28,NORMA_q_age,96.94,105.85,101.39,10
CL,29,NORMA_q_age,96.85,106.51,101.68,11
CL,30,NORMA_q_age,97.13,106.93,102.03,7
CL,31,NORMA_q_age,96.78,105.8,101.29,7
CL,32,NORMA_q_age,98.05,106.76,102.41,8
CL,33,NORMA_q_age,99.37,107.34,103.36,8
CL,34,NORMA_q_age,98.93,106.75,102.84,11
CL,35,NORMA_q_age,96.22,105.74,100.98,13
CL,36,NORMA_q_age,97.04,106.33,101.69,8
CL,37,NORMA_q_age,95.08,107.13,101.1,14
CL,38,NORMA_q_age,97.68,106.4,102.04,12
CL,39,NORMA_q_age,98.43,106.6,102.51,12
CL,40,NORMA_q_age,99.22,106.36,102.79,8
CL,41,NORMA_q_age,97.42,106.2,101.81,11
CL,42,NORMA_q_age,97.84,107.35,102.59,19
CL,43,NORMA_q_age,95.08,105.89,100.49,13
CL,44,NORMA_q_age,96.31,106.75,101.53,13
CL,45,NORMA_q_age,97.77,106.17,101.97,16
CL,46,NORMA_q_age,96.93,107.16,102.04,24
CL,47,NORMA_q_age,97.28,106.62,101.95,21
CL,48,NORMA_q_age,97.43,107.17,102.3,25
CL,49,NORMA_q_age,96.38,107.04,101.71,23
CL,50,NORMA_q_age,97.62,106.68,102.15,29
CL,51,NORMA_q_age,97.83,106.74,102.29,32
CL,52,NORMA_q_age,96.87,106.71,101.79,22
CL,53,NORMA_q_age,98.2,106.64,102.42,41
CL,54,NORMA_q_age,97.45,107.17,102.31,39
CL,55,NORMA_q_age,97.45,106.45,101.95,39
CL,56,NORMA_q_age,97.86,106.47,102.16,34
CL,57,NORMA_q_age,96.6,106.47,101.53,35
CL,58,NORMA_q_age,98.43,106.91,102.67,35
CL,59,NORMA_q_age,97.14,107.24,102.19,39
CL,60,NORMA_q_age,96.78,107.02,101.9,45
CL,61,NORMA_q_age,97.34,107.23,102.29,50
CL,62,NORMA_q_age,97.26,106.72,101.99,42
CL,63,NORMA_q_age,97.74,106.81,102.27,46
CL,64,NORMA_q_age,97.57,106.77,102.17,36
CL,65,NORMA_q_age,96.73,106.68,101.7,55
CL,66,NORMA_q_age,96.9,106.9,101.9,54
CL,67,NORMA_q_age,96.92,106.68,101.8,47
CL,68,NORMA_q_age,97.59,107.08,102.34,60
CL,69,NORMA_q_age,97.76,106.73,102.24,46
CL,70,NORMA_q_age,97.03,106.29,101.66,38
CL,71,NORMA_q_age,97.46,106.25,101.86,50
CL,72,NORMA_q_age,97.8,106.29,102.04,52
CL,73,NORMA_q_age,97.55,106.65,102.1,52
CL,74,NORMA_q_age,97.69,106.35,102.02,55
CL,75,NORMA_q_age,97.88,106.69,102.28,44
CL,76,NORMA_q_age,97.03,106.52,101.77,36
CL,77,NORMA_q_age,97.72,106.65,102.19,48
CL,78,NORMA_q_age,97.68,106.8,102.24,50
CL,79,NORMA_q_age,97.68,106.52,102.1,35
CL,80,NORMA_q_age,98.03,106.84,102.44,47
CL,81,NORMA_q_age,97.9,106.88,102.39,47
CL,82,NORMA_q_age,97.68,107.18,102.43,44
CL,83,NORMA_q_age,97.08,106.99,102.04,39
CL,84,NORMA_q_age,98.16,107.1,102.63,33
CL,85,NORMA_q_age,97.33,106.49,101.91,32
CL,86,NORMA_q_age,97.83,106.98,102.41,31
CL,87,NORMA_q_age,96.72,107.09,101.9,33
CL,88,NORMA_q_age,97.44,106.51,101.98,21
CL,89,NORMA_q_age,98.23,107.89,103.06,23
CL,19,NORMA_334f7e21,96.33,108.03,102.18,10
CL,20,NORMA_334f7e21,98.04,105.89,101.97,6
CL,21,NORMA_334f7e21,97.28,106.16,101.72,6
CL,22,NORMA_334f7e21,96.08,106.16,101.12,7
CL,23,NORMA_334f7e21,98.33,106.76,102.55,7
CL,24,NORMA_334f7e21,96.11,106.14,101.13,5
CL,25,NORMA_334f7e21,97.31,107.86,102.59,10
CL,26,NORMA_334f7e21,98.38,107.1,102.74,6
CL,27,NORMA_334f7e21,96.06,107.26,101.66,7
CL,28,NORMA_334f7e21,96.81,105.69,101.25,10
CL,29,NORMA_334f7e21,96.21,106.17,101.19,11
CL,30,NORMA_334f7e21,96.79,107.23,102.01,7
CL,31,NORMA_334f7e21,97.12,105.94,101.53,7
CL,32,NORMA_334f7e21,98.03,107.0,102.52,8
CL,33,NORMA_334f7e21,99.48,107.38,103.43,8
CL,34,NORMA_334f7e21,98.63,106.67,102.65,11
CL,35,NORMA_334f7e21,95.69,105.78,100.73,13
CL,36,NORMA_334f7e21,96.29,106.34,101.32,8
CL,37,NORMA_334f7e21,95.24,107.11,101.18,14
CL,38,NORMA_334f7e21,97.44,106.29,101.86,12
CL,39,NORMA_334f7e21,98.52,106.37,102.44,12
CL,40,NORMA_334f7e21,99.2,106.17,102.69,8
CL,41,NORMA_334f7e21,97.85,106.24,102.04,11
CL,42,NORMA_334f7e21,97.94,107.04,102.49,19
CL,43,NORMA_334f7e21,94.7,105.68,100.19,13
CL,44,NORMA_334f7e21,95.58,106.35,100.97,13
CL,45,NORMA_334f7e21,97.59,105.82,101.71,16
CL,46,NORMA_334f7e21,96.45,106.94,101.7,24
CL,47,NORMA_334f7e21,97.16,106.31,101.74,21
CL,48,NORMA_334f7e21,97.34,106.67,102.01,25
CL,49,NORMA_334f7e21,96.13,106.59,101.36,23
CL,50,NORMA_334f7e21,97.73,106.4,102.07,29
CL,51,NORMA_334f7e21,97.78,106.51,102.14,32
CL,52,NORMA_334f7e21,96.52,106.31,101.41,22
CL,53,NORMA_334f7e21,98.11,106.45,102.28,41
CL,54,NORMA_334f7e21,97.41,106.55,101.98,39
CL,55,NORMA_334f7e21,97.3,106.26,101.78,39
CL,56,NORMA_334f7e21,97.86,106.32,102.09,34
CL,57,NORMA_334f7e21,95.98,106.26,101.12,35
CL,58,NORMA_334f7e21,98.16,106.65,102.4,35
CL,59,NORMA_334f7e21,97.23,106.86,102.05,39
CL,60,NORMA_334f7e21,96.4,106.63,101.52,45
CL,61,NORMA_334f7e21,97.25,106.67,101.96,50
CL,62,NORMA_334f7e21,96.84,106.44,101.64,42
CL,63,NORMA_334f7e21,97.63,106.44,102.04,46
CL,64,NORMA_334f7e21,97.36,106.44,101.9,36
CL,65,NORMA_334f7e21,96.48,106.4,101.44,55
CL,66,NORMA_334f7e21,96.62,106.58,101.6,54
CL,67,NORMA_334f7e21,96.53,106.43,101.48,47
CL,68,NORMA_334f7e21,97.31,106.68,102.0,60
CL,69,NORMA_334f7e21,97.63,106.47,102.05,46
CL,70,NORMA_334f7e21,96.69,105.82,101.26,38
CL,71,NORMA_334f7e21,97.11,106.02,101.57,50
CL,72,NORMA_334f7e21,97.22,106.14,101.68,52
CL,73,NORMA_334f7e21,97.42,106.52,101.97,52
CL,74,NORMA_334f7e21,97.27,106.21,101.74,55
CL,75,NORMA_334f7e21,97.45,106.5,101.97,44
CL,76,NORMA_334f7e21,96.65,106.33,101.49,36
CL,77,NORMA_334f7e21,97.09,106.49,101.79,48
CL,78,NORMA_334f7e21,97.18,106.56,101.87,50
CL,79,NORMA_334f7e21,97.51,106.38,101.94,35
CL,80,NORMA_334f7e21,97.96,106.63,102.3,47
CL,81,NORMA_334f7e21,97.6,106.51,102.06,47
CL,82,NORMA_334f7e21,97.51,107.0,102.26,44
CL,83,NORMA_334f7e21,96.81,106.54,101.67,39
CL,84,NORMA_334f7e21,98.07,106.86,102.47,33
CL,85,NORMA_334f7e21,97.18,106.15,101.67,32
CL,86,NORMA_334f7e21,97.21,106.82,102.02,31
CL,87,NORMA_334f7e21,96.42,106.61,101.52,33
CL,88,NORMA_334f7e21,97.16,106.25,101.7,21
CL,89,NORMA_334f7e21,98.21,107.68,102.94,23
CO2,22,NORMA_q_age_set_co,23.46,29.67,26.56,5
CO2,23,NORMA_q_age_set_co,22.58,29.17,25.87,8
CO2,24,NORMA_q_age_set_co,22.41,28.33,25.37,13
CO2,25,NORMA_q_age_set_co,23.0,27.34,25.17,5
CO2,26,NORMA_q_age_set_co,22.51,29.31,25.91,9
CO2,27,NORMA_q_age_set_co,23.18,30.22,26.7,7
CO2,28,NORMA_q_age_set_co,22.34,29.06,25.7,8
CO2,30,NORMA_q_age_set_co,22.05,28.78,25.42,10
CO2,31,NORMA_q_age_set_co,23.03,28.58,25.81,5
CO2,32,NORMA_q_age_set_co,23.82,28.96,26.39,10
CO2,34,NORMA_q_age_set_co,22.69,28.96,25.83,11
CO2,35,NORMA_q_age_set_co,22.12,28.79,25.46,9
CO2,36,NORMA_q_age_set_co,23.08,29.45,26.27,15
CO2,37,NORMA_q_age_set_co,22.65,27.72,25.18,6
CO2,38,NORMA_q_age_set_co,22.95,30.45,26.7,8
CO2,39,NORMA_q_age_set_co,22.87,28.67,25.77,14
CO2,40,NORMA_q_age_set_co,22.23,28.6,25.42,14
CO2,41,NORMA_q_age_set_co,22.09,29.49,25.79,13
CO2,42,NORMA_q_age_set_co,22.81,29.02,25.91,17
CO2,43,NORMA_q_age_set_co,22.03,28.59,25.31,11
CO2,44,NORMA_q_age_set_co,23.17,28.79,25.98,16
CO2,45,NORMA_q_age_set_co,22.94,29.15,26.04,23
CO2,46,NORMA_q_age_set_co,23.54,29.42,26.48,18
CO2,47,NORMA_q_age_set_co,22.92,28.62,25.77,33
CO2,48,NORMA_q_age_set_co,22.83,28.35,25.59,20
CO2,49,NORMA_q_age_set_co,22.65,28.83,25.74,15
CO2,50,NORMA_q_age_set_co,22.92,28.61,25.76,28
CO2,51,NORMA_q_age_set_co,22.52,28.9,25.71,26
CO2,52,NORMA_q_age_set_co,22.88,28.77,25.82,27
CO2,53,NORMA_q_age_set_co,22.42,29.53,25.97,32
CO2,54,NORMA_q_age_set_co,23.23,29.0,26.12,43
CO2,55,NORMA_q_age_set_co,22.83,28.42,25.63,30
CO2,56,NORMA_q_age_set_co,22.66,28.53,25.6,35
CO2,57,NORMA_q_age_set_co,22.54,29.01,25.78,57
CO2,58,NORMA_q_age_set_co,22.86,29.1,25.98,41
CO2,59,NORMA_q_age_set_co,22.95,29.3,26.13,32
CO2,60,NORMA_q_age_set_co,22.57,29.3,25.94,48
CO2,61,NORMA_q_age_set_co,22.75,28.56,25.66,65
CO2,62,NORMA_q_age_set_co,22.21,29.29,25.75,46
CO2,63,NORMA_q_age_set_co,22.62,28.74,25.68,53
CO2,64,NORMA_q_age_set_co,22.89,28.99,25.94,59
CO2,65,NORMA_q_age_set_co,23.21,29.35,26.28,53
CO2,66,NORMA_q_age_set_co,22.58,28.45,25.51,50
CO2,67,NORMA_q_age_set_co,22.75,28.39,25.57,47
CO2,68,NORMA_q_age_set_co,22.89,28.93,25.91,40
CO2,69,NORMA_q_age_set_co,22.63,28.65,25.64,38
CO2,70,NORMA_q_age_set_co,22.16,28.93,25.54,43
CO2,71,NORMA_q_age_set_co,22.6,28.77,25.68,50
CO2,72,NORMA_q_age_set_co,22.64,28.83,25.74,48
CO2,73,NORMA_q_age_set_co,22.83,29.44,26.14,45
CO2,74,NORMA_q_age_set_co,22.43,28.13,25.28,54
CO2,75,NORMA_q_age_set_co,22.99,28.95,25.97,49
CO2,76,NORMA_q_age_set_co,23.04,29.53,26.28,40
